CityName,YY,MM,WGS84_Lon,WGS84_Lat,RainValue,
╝Г╤И╔╚,2001,8,121.00,25.00,NAN,
╝Г╤И╔╚,2001,9,121.00,25.00,NAN,
╝Г╤И╔╚,2001,10,121.00,25.00,NAN,
╝Г╤И╔╚,2001,11,121.00,25.00,NAN,
╝Г╤И╔╚,2001,12,121.00,25.00,NAN,
╝Г╤И╔╚,2002,1,121.00,25.00,NAN,
╝Г╤И╔╚,2002,2,121.00,25.00,NAN,
╝Г╤И╔╚,2002,3,121.00,25.00,NAN,
╝Г╤И╔╚,2002,4,121.00,25.00,NAN,
╝Г╤И╔╚,2002,5,121.00,25.00,NAN,
╝Г╤И╔╚,2002,6,121.00,25.00,NAN,
╝Г╤И╔╚,2002,7,121.00,25.00,NAN,
╝Г╤И╔╚,2002,8,121.00,25.00,NAN,
╝Г╤И╔╚,2002,9,121.00,25.00,NAN,
╝Г╤И╔╚,2002,10,121.00,25.00,NAN,
╝Г╤И╔╚,2002,11,121.00,25.00,NAN,
╝Г╤И╔╚,2002,12,121.00,25.00,NAN,
╝Г╤И╔╚,2003,1,121.00,25.00,NAN,
╝Г╤И╔╚,2003,2,121.00,25.00,NAN,
╝Г╤И╔╚,2003,3,121.00,25.00,NAN,
╝Г╤И╔╚,2003,4,121.00,25.00,NAN,
╝Г╤И╔╚,2003,5,121.00,25.00,NAN,
╝Г╤И╔╚,2003,6,121.00,25.00,NAN,
╝Г╤И╔╚,2003,7,121.00,25.00,NAN,
╝Г╤И╔╚,2003,8,121.00,25.00,NAN,
╝Г╤И╔╚,2003,9,121.00,25.00,NAN,
╝Г╤И╔╚,2003,10,121.00,25.00,NAN,
╝Г╤И╔╚,2003,11,121.00,25.00,NAN,
╝Г╤И╔╚,2003,12,121.00,25.00,NAN,
╝Г╤И╔╚,2004,1,121.00,25.00,NAN,
╝Г╤И╔╚,2004,2,121.00,25.00,NAN,
╝Г╤И╔╚,2004,3,121.00,25.00,NAN,
╝Г╤И╔╚,2004,4,121.00,25.00,NAN,
╝Г╤И╔╚,2004,5,121.00,25.00,NAN,
╝Г╤И╔╚,2004,6,121.00,25.00,NAN,
╝Г╤И╔╚,2004,7,121.00,25.00,NAN,
╝Г╤И╔╚,2004,8,121.00,25.00,NAN,
╝Г╤И╔╚,2004,9,121.00,25.00,NAN,
╝Г╤И╔╚,2004,10,121.00,25.00,NAN,
╝Г╤И╔╚,2004,11,121.00,25.00,NAN,
╝Г╤И╔╚,2004,12,121.00,25.00,NAN,
╝Г╤И╔╚,2005,1,121.00,25.00,NAN,
╝Г╤И╔╚,2005,2,121.00,25.00,NAN,
╝Г╤И╔╚,2005,3,121.00,25.00,NAN,
╝Г╤И╔╚,2005,4,121.00,25.00,NAN,
╝Г╤И╔╚,2005,5,121.00,25.00,NAN,
╝Г╤И╔╚,2005,6,121.00,25.00,NAN,
╝Г╤И╔╚,2005,7,121.00,25.00,NAN,
╝Г╤И╔╚,2005,8,121.00,25.00,NAN,
╝Г╤И╔╚,2005,9,121.00,25.00,NAN,
╝Г╤И╔╚,2005,10,121.00,25.00,NAN,
╝Г╤И╔╚,2005,11,121.00,25.00,NAN,
╝Г╤И╔╚,2005,12,121.00,25.00,NAN,
╝Г╤И╔╚,2006,1,121.00,25.00,NAN,
╝Г╤И╔╚,2006,2,121.00,25.00,NAN,
╝Г╤И╔╚,2006,3,121.00,25.00,NAN,
╝Г╤И╔╚,2006,4,121.00,25.00,NAN,
╝Г╤И╔╚,2006,5,121.00,25.00,NAN,
╝Г╤И╔╚,2006,6,121.00,25.00,NAN,
╝Г╤И╔╚,2006,7,121.00,25.00,NAN,
╝Г╤И╔╚,2006,8,121.00,25.00,NAN,
╝Г╤И╔╚,2006,9,121.00,25.00,NAN,
╝Г╤И╔╚,2006,10,121.00,25.00,NAN,
╝Г╤И╔╚,2006,11,121.00,25.00,NAN,
╝Г╤И╔╚,2006,12,121.00,25.00,NAN,
╝Г╤И╔╚,2007,1,121.00,25.00,NAN,
╝Г╤И╔╚,2007,2,121.00,25.00,NAN,
╝Г╤И╔╚,2007,3,121.00,25.00,NAN,
╝Г╤И╔╚,2007,4,121.00,25.00,NAN,
╝Г╤И╔╚,2007,5,121.00,25.00,NAN,
╝Г╤И╔╚,2007,6,121.00,25.00,NAN,
╝Г╤И╔╚,2007,7,121.00,25.00,NAN,
╝Г╤И╔╚,2007,8,121.00,25.00,NAN,
╝Г╤И╔╚,2007,9,121.00,25.00,NAN,
╝Г╤И╔╚,2007,10,121.00,25.00,NAN,
╝Г╤И╔╚,2007,11,121.00,25.00,NAN,
╝Г╤И╔╚,2007,12,121.00,25.00,NAN,
╝Г╤И╔╚,2008,1,121.00,25.00,NAN,
╝Г╤И╔╚,2008,2,121.00,25.00,NAN,
╝Г╤И╔╚,2008,3,121.00,25.00,NAN,
╝Г╤И╔╚,2008,4,121.00,25.00,NAN,
╝Г╤И╔╚,2008,5,121.00,25.00,NAN,
╝Г╤И╔╚,2008,6,121.00,25.00,NAN,
╝Г╤И╔╚,2008,7,121.00,25.00,NAN,
╝Г╤И╔╚,2008,8,121.00,25.00,NAN,
╝Г╤И╔╚,2008,9,121.00,25.00,NAN,
╝Г╤И╔╚,2008,10,121.00,25.00,NAN,
╝Г╤И╔╚,2008,11,121.00,25.00,NAN,
╝Г╤И╔╚,2008,12,121.00,25.00,NAN,
╝Г╤И╔╚,2009,1,121.00,25.00,NAN,
╝Г╤И╔╚,2009,2,121.00,25.00,NAN,
╝Г╤И╔╚,2009,3,121.00,25.00,NAN,
╝Г╤И╔╚,2009,4,121.00,25.00,NAN,
╝Г╤И╔╚,2009,5,121.00,25.00,NAN,
╝Г╤И╔╚,2009,6,121.00,25.00,NAN,
╝Г╤И╔╚,2009,7,121.00,25.00,NAN,
╝Г╤И╔╚,2009,8,121.00,25.00,NAN,
╝Г╤И╔╚,2009,9,121.00,25.00,NAN,
╝Г╤И╔╚,2009,10,121.00,25.00,NAN,
╝Г╤И╔╚,2009,11,121.00,25.00,NAN,
╝Г╤И╔╚,2009,12,121.00,25.00,NAN,
╝Г╤И╔╚,2010,1,121.00,25.00,NAN,
╝Г╤И╔╚,2010,2,121.00,25.00,NAN,
╝Г╤И╔╚,2010,3,121.00,25.00,NAN,
╝Г╤И╔╚,2010,4,121.00,25.00,NAN,
╝Г╤И╔╚,2010,5,121.00,25.00,NAN,
╝Г╤И╔╚,2010,6,121.00,25.00,NAN,
╝Г╤И╔╚,2010,7,121.00,25.00,NAN,
╝Г╤И╔╚,2010,8,121.00,25.00,NAN,
╝Г╤И╔╚,2010,9,121.00,25.00,NAN,
╝Г╤И╔╚,2010,10,121.00,25.00,NAN,
╝Г╤И╔╚,2010,11,121.00,25.00,NAN,
╝Г╤И╔╚,2010,12,121.00,25.00,NAN,
╝Г╤И╔╚,2011,1,121.00,25.00,NAN,
╝Г╤И╔╚,2011,2,121.00,25.00,NAN,
╝Г╤И╔╚,2011,3,121.00,25.00,NAN,
╝Г╤И╔╚,2011,4,121.00,25.00,NAN,
╝Г╤И╔╚,2011,5,121.00,25.00,NAN,
╝Г╤И╔╚,2011,6,121.00,25.00,NAN,
╝Г╤И╔╚,2011,7,121.00,25.00,NAN,
╝Г╤И╔╚,2011,8,121.00,25.00,NAN,
╝Г╤И╔╚,2011,9,121.00,25.00,NAN,
╝Г╤И╔╚,2011,10,121.00,25.00,NAN,
╝Г╤И╔╚,2011,11,121.00,25.00,NAN,
╝Г╤И╔╚,2011,12,121.00,25.00,NAN,
╝Г╤И╔╚,2012,1,121.00,25.00,NAN,
╝Г╤И╔╚,2012,2,121.00,25.00,NAN,
╝Г╤И╔╚,2012,3,121.00,25.00,NAN,
╝Г╤И╔╚,2012,4,121.00,25.00,NAN,
╝Г╤И╔╚,2012,5,121.00,25.00,NAN,
╝Г╤И╔╚,2012,6,121.00,25.00,NAN,
╝Г╤И╔╚,2012,7,121.00,25.00,NAN,
╝Г╤И╔╚,2012,8,121.00,25.00,NAN,
╝Г╤И╔╚,2012,9,121.00,25.00,NAN,
╝Г╤И╔╚,2012,10,121.00,25.00,NAN,
╝Г╤И╔╚,2012,11,121.00,25.00,NAN,
╝Г╤И╔╚,2012,12,121.00,25.00,NAN,
╝Г╤И╔╚,2013,1,121.00,25.00,NAN,
╝Г╤И╔╚,2013,2,121.00,25.00,NAN,
╝Г╤И╔╚,2013,3,121.00,25.00,NAN,
╝Г╤И╔╚,2013,4,121.00,25.00,NAN,
╝Г╤И╔╚,2013,5,121.00,25.00,NAN,
╝Г╤И╔╚,2013,6,121.00,25.00,NAN,
╝Г╤И╔╚,2013,7,121.00,25.00,NAN,
╝Г╤И╔╚,2013,8,121.00,25.00,NAN,
╝Г╤И╔╚,2013,9,121.00,25.00,NAN,
╝Г╤И╔╚,2013,10,121.00,25.00,NAN,
╝Г╤И╔╚,2013,11,121.00,25.00,NAN,
╝Г╤И╔╚,2013,12,121.00,25.00,NAN,
╝Г╤И╔╚,2014,1,121.00,25.00,NAN,
╝Г╤И╔╚,2014,2,121.00,25.00,NAN,
╝Г╤И╔╚,2014,3,121.00,25.00,NAN,
╝Г╤И╔╚,2014,4,121.00,25.00,NAN,
╝Г╤И╔╚,2014,5,121.00,25.00,NAN,
╝Г╤И╔╚,2014,6,121.00,25.00,NAN,
╝Г╤И╔╚,2014,7,121.00,25.00,NAN,
╝Г╤И╔╚,2014,8,121.00,25.00,NAN,
╝Г╤И╔╚,2014,9,121.00,25.00,NAN,
╝Г╤И╔╚,2014,10,121.00,25.00,NAN,
╝Г╤И╔╚,2014,11,121.00,25.00,NAN,
╝Г╤И╔╚,2014,12,121.00,25.00,NAN,
╝Г╤И╔╚,2015,1,121.00,25.00,NAN,
╝Г╤И╔╚,2015,2,121.00,25.00,NAN,
╝Г╤И╔╚,2015,3,121.00,25.00,NAN,
╝Г╤И╔╚,2015,4,121.00,25.00,NAN,
╝Г╤И╔╚,2015,5,121.00,25.00,NAN,
╝Г╤И╔╚,2015,6,121.00,25.00,NAN,
╝Г╤И╔╚,2015,7,121.00,25.00,NAN,
╝Г╤И╔╚,2015,8,121.00,25.00,NAN,
╝Г╤И╔╚,2015,9,121.00,25.00,NAN,
╝Г╤И╔╚,2015,10,121.00,25.00,NAN,
╝Г╤И╔╚,2015,11,121.00,25.00,NAN,
╝Г╤И╔╚,2015,12,121.00,25.00,NAN,
╝Г╤И╔╚,2016,1,121.00,25.00,NAN,
╝Г╤И╔╚,2016,2,121.00,25.00,NAN,
╝Г╤И╔╚,2016,3,121.00,25.00,NAN,
╝Г╤И╔╚,2016,4,121.00,25.00,NAN,
╝Г╤И╔╚,2016,5,121.00,25.00,NAN,
╝Г╤И╔╚,2016,6,121.00,25.00,NAN,
╝Г╤И╔╚,2016,7,121.00,25.00,NAN,
╝Г╤И╔╚,2016,8,121.00,25.00,NAN,
╝Г╤И╔╚,2016,9,121.00,25.00,NAN,
╝Г╤И╔╚,2016,10,121.00,25.00,NAN,
╝Г╤И╔╚,2016,11,121.00,25.00,NAN,
╝Г╤И╔╚,2016,12,121.00,25.00,NAN,
╝Г╤И╔╚,2017,1,121.00,25.00,NAN,
╝Г╤И╔╚,2017,2,121.00,25.00,NAN,
╝Г╤И╔╚,2017,3,121.00,25.00,NAN,
╝Г╤И╔╚,2017,4,121.00,25.00,NAN,
╝Г╤И╔╚,2017,5,121.00,25.00,NAN,
╝Г╤И╔╚,2017,6,121.00,25.00,NAN,
╝Г╤И╔╚,2017,7,121.00,25.00,NAN,
╝Г╤И╔╚,2017,8,121.00,25.00,NAN,
╝Г╤И╔╚,2017,9,121.00,25.00,NAN,
╝Г╤И╔╚,2017,10,121.00,25.00,NAN,
╝Г╤И╔╚,2017,11,121.00,25.00,NAN,
╝Г╤И╔╚,2017,12,121.00,25.00,NAN,
╝Г╤И╔╚,2018,1,121.00,25.00,NAN,
╝Г╤И╔╚,2018,2,121.00,25.00,NAN,
╝Г╤И╔╚,2018,3,121.00,25.00,NAN,
╝Г╤И╔╚,2018,4,121.00,25.00,NAN,
╝Г╤И╔╚,2018,5,121.00,25.00,NAN,
╝Г╤И╔╚,2018,6,121.00,25.00,NAN,
╝Г╤И╔╚,2018,7,121.00,25.00,NAN,
╝Г╤И╔╚,2018,8,121.00,25.00,NAN,
╝Г╤И╔╚,2018,9,121.00,25.00,NAN,
╝Г╤И╔╚,2018,10,121.00,25.00,NAN,
╝Г╤И╔╚,2018,11,121.00,25.00,NAN,
╝Г╤И╔╚,2018,12,121.00,25.00,NAN,
╝Г╤И╔╚,2019,1,121.00,25.00,NAN,
╝Г╤И╔╚,2019,2,121.00,25.00,NAN,
╝Г╤И╔╚,2019,3,121.00,25.00,NAN,
╝Г╤И╔╚,2019,4,121.00,25.00,NAN,
╝Г╤И╔╚,2019,5,121.00,25.00,NAN,
╝Г╤И╔╚,2019,6,121.00,25.00,NAN,
╝Г╤И╔╚,2019,7,121.00,25.00,NAN,
╝Г╤И╔╚,2019,8,121.00,25.00,NAN,
╝Г╤И╔╚,2019,9,121.00,25.00,NAN,
╝Г╤И╔╚,2019,10,121.00,25.00,NAN,
╝Г╤И╔╚,2019,11,121.00,25.00,NAN,
╝Г╤И╔╚,2019,12,121.00,25.00,NAN,
╝Г╤И╔╚,2020,1,121.00,25.00,NAN,
╝Г╤И╔╚,2020,2,121.00,25.00,NAN,
╝Г╤И╔╚,2020,3,121.00,25.00,NAN,
╝Г╤И╔╚,2020,4,121.00,25.00,NAN,
╝Г╤И╔╚,2020,5,121.00,25.00,NAN,
╝Г╤И╔╚,2020,6,121.00,25.00,NAN,
╝Г╤И╔╚,2020,7,121.00,25.00,NAN,
╝Г╤И╔╚,2020,8,121.00,25.00,NAN,
╝Г╤И╔╚,2020,9,121.00,25.00,NAN,
╝Г╤И╔╚,2020,10,121.00,25.00,NAN,
╝Г╤И╔╚,2020,11,121.00,25.00,NAN,
╝Г╤И╔╚,2020,12,121.00,25.00,NAN,
╝Г╤И╔╚,1960,1,121.05,24.90,1.96305,
╝Г╤И╔╚,1960,2,121.05,24.90,0.16769,
╝Г╤И╔╚,1960,3,121.05,24.90,3.94538,
╝Г╤И╔╚,1960,4,121.05,24.90,5.25566,
╝Г╤И╔╚,1960,5,121.05,24.90,7.73246,
╝Г╤И╔╚,1960,6,121.05,24.90,7.71908,
╝Г╤И╔╚,1960,7,121.05,24.90,2.87098,
╝Г╤И╔╚,1960,8,121.05,24.90,17.7489,
╝Г╤И╔╚,1960,9,121.05,24.90,5.39004,
╝Г╤И╔╚,1960,10,121.05,24.90,0.966484,
╝Г╤И╔╚,1960,11,121.05,24.90,1.20069,
╝Г╤И╔╚,1960,12,121.05,24.90,0.929414,
╝Г╤И╔╚,1961,1,121.05,24.90,0.958378,
╝Г╤И╔╚,1961,2,121.05,24.90,3.64558,
╝Г╤И╔╚,1961,3,121.05,24.90,8.33928,
╝Г╤И╔╚,1961,4,121.05,24.90,3.34989,
╝Г╤И╔╚,1961,5,121.05,24.90,4.28496,
╝Г╤И╔╚,1961,6,121.05,24.90,1.10476,
╝Г╤И╔╚,1961,7,121.05,24.90,2.28892,
╝Г╤И╔╚,1961,8,121.05,24.90,0.744268,
╝Г╤И╔╚,1961,9,121.05,24.90,4.99235,
╝Г╤И╔╚,1961,10,121.05,24.90,0.237811,
╝Г╤И╔╚,1961,11,121.05,24.90,0.998428,
╝Г╤И╔╚,1961,12,121.05,24.90,2.28838,
╝Г╤И╔╚,1962,1,121.05,24.90,1.52745,
╝Г╤И╔╚,1962,2,121.05,24.90,1.64796,
╝Г╤И╔╚,1962,3,121.05,24.90,6.42469,
╝Г╤И╔╚,1962,4,121.05,24.90,3.42991,
╝Г╤И╔╚,1962,5,121.05,24.90,3.43205,
╝Г╤И╔╚,1962,6,121.05,24.90,3.50266,
╝Г╤И╔╚,1962,7,121.05,24.90,6.44985,
╝Г╤И╔╚,1962,8,121.05,24.90,4.96345,
╝Г╤И╔╚,1962,9,121.05,24.90,2.36937,
╝Г╤И╔╚,1962,10,121.05,24.90,1.73595,
╝Г╤И╔╚,1962,11,121.05,24.90,1.78816,
╝Г╤И╔╚,1962,12,121.05,24.90,0.124836,
╝Г╤И╔╚,1963,1,121.05,24.90,0.131921,
╝Г╤И╔╚,1963,2,121.05,24.90,0.495011,
╝Г╤И╔╚,1963,3,121.05,24.90,2.16033,
╝Г╤И╔╚,1963,4,121.05,24.90,0.683321,
╝Г╤И╔╚,1963,5,121.05,24.90,0.743355,
╝Г╤И╔╚,1963,6,121.05,24.90,3.83602,
╝Г╤И╔╚,1963,7,121.05,24.90,2.7814,
╝Г╤И╔╚,1963,8,121.05,24.90,0.0372432,
╝Г╤И╔╚,1963,9,121.05,24.90,15.2472,
╝Г╤И╔╚,1963,10,121.05,24.90,0.00392416,
╝Г╤И╔╚,1963,11,121.05,24.90,0.526994,
╝Г╤И╔╚,1963,12,121.05,24.90,0.499043,
╝Г╤И╔╚,1964,1,121.05,24.90,6.56472,
╝Г╤И╔╚,1964,2,121.05,24.90,3.29546,
╝Г╤И╔╚,1964,3,121.05,24.90,1.05857,
╝Г╤И╔╚,1964,4,121.05,24.90,0,
╝Г╤И╔╚,1964,5,121.05,24.90,1.40371,
╝Г╤И╔╚,1964,6,121.05,24.90,6.59889,
╝Г╤И╔╚,1964,7,121.05,24.90,0.0243098,
╝Г╤И╔╚,1964,8,121.05,24.90,6.43132,
╝Г╤И╔╚,1964,9,121.05,24.90,0.563862,
╝Г╤И╔╚,1964,10,121.05,24.90,1.05825,
╝Г╤И╔╚,1964,11,121.05,24.90,0.172496,
╝Г╤И╔╚,1964,12,121.05,24.90,0.324239,
╝Г╤И╔╚,1965,1,121.05,24.90,2.96655,
╝Г╤И╔╚,1965,2,121.05,24.90,0.484049,
╝Г╤И╔╚,1965,3,121.05,24.90,2.0667,
╝Г╤И╔╚,1965,4,121.05,24.90,3.26056,
╝Г╤И╔╚,1965,5,121.05,24.90,5.38238,
╝Г╤И╔╚,1965,6,121.05,24.90,3.55484,
╝Г╤И╔╚,1965,7,121.05,24.90,1.70434,
╝Г╤И╔╚,1965,8,121.05,24.90,4.48469,
╝Г╤И╔╚,1965,9,121.05,24.90,0.906721,
╝Г╤И╔╚,1965,10,121.05,24.90,1.45946,
╝Г╤И╔╚,1965,11,121.05,24.90,1.44217,
╝Г╤И╔╚,1965,12,121.05,24.90,1.12031,
╝Г╤И╔╚,1966,1,121.05,24.90,0.478879,
╝Г╤И╔╚,1966,2,121.05,24.90,3.10336,
╝Г╤И╔╚,1966,3,121.05,24.90,3.94669,
╝Г╤И╔╚,1966,4,121.05,24.90,4.93173,
╝Г╤И╔╚,1966,5,121.05,24.90,0.973029,
╝Г╤И╔╚,1966,6,121.05,24.90,22.4549,
╝Г╤И╔╚,1966,7,121.05,24.90,3.41159,
╝Г╤И╔╚,1966,8,121.05,24.90,5.98181,
╝Г╤И╔╚,1966,9,121.05,24.90,6.90838,
╝Г╤И╔╚,1966,10,121.05,24.90,0.078395,
╝Г╤И╔╚,1966,11,121.05,24.90,0.0306959,
╝Г╤И╔╚,1966,12,121.05,24.90,0.944178,
╝Г╤И╔╚,1967,1,121.05,24.90,2.47026,
╝Г╤И╔╚,1967,2,121.05,24.90,3.3096,
╝Г╤И╔╚,1967,3,121.05,24.90,1.36222,
╝Г╤И╔╚,1967,4,121.05,24.90,3.1637,
╝Г╤И╔╚,1967,5,121.05,24.90,4.57842,
╝Г╤И╔╚,1967,6,121.05,24.90,2.79824,
╝Г╤И╔╚,1967,7,121.05,24.90,2.14994,
╝Г╤И╔╚,1967,8,121.05,24.90,0.450709,
╝Г╤И╔╚,1967,9,121.05,24.90,1.74361,
╝Г╤И╔╚,1967,10,121.05,24.90,3.90533,
╝Г╤И╔╚,1967,11,121.05,24.90,0.124006,
╝Г╤И╔╚,1967,12,121.05,24.90,1.10594,
╝Г╤И╔╚,1968,1,121.05,24.90,0.334636,
╝Г╤И╔╚,1968,2,121.05,24.90,9.20714,
╝Г╤И╔╚,1968,3,121.05,24.90,5.05073,
╝Г╤И╔╚,1968,4,121.05,24.90,1.98711,
╝Г╤И╔╚,1968,5,121.05,24.90,9.98785,
╝Г╤И╔╚,1968,6,121.05,24.90,13.9719,
╝Г╤И╔╚,1968,7,121.05,24.90,1.01788,
╝Г╤И╔╚,1968,8,121.05,24.90,2.86724,
╝Г╤И╔╚,1968,9,121.05,24.90,1.27821,
╝Г╤И╔╚,1968,10,121.05,24.90,0.984923,
╝Г╤И╔╚,1968,11,121.05,24.90,0.00217137,
╝Г╤И╔╚,1968,12,121.05,24.90,0.29885,
╝Г╤И╔╚,1969,1,121.05,24.90,2.8812,
╝Г╤И╔╚,1969,2,121.05,24.90,5.23389,
╝Г╤И╔╚,1969,3,121.05,24.90,5.71366,
╝Г╤И╔╚,1969,4,121.05,24.90,0.711158,
╝Г╤И╔╚,1969,5,121.05,24.90,3.04246,
╝Г╤И╔╚,1969,6,121.05,24.90,11.011,
╝Г╤И╔╚,1969,7,121.05,24.90,0.552392,
╝Г╤И╔╚,1969,8,121.05,24.90,7.099,
╝Г╤И╔╚,1969,9,121.05,24.90,13.8417,
╝Г╤И╔╚,1969,10,121.05,24.90,12.4919,
╝Г╤И╔╚,1969,11,121.05,24.90,0.651328,
╝Г╤И╔╚,1969,12,121.05,24.90,0.236357,
╝Г╤И╔╚,1970,1,121.05,24.90,3.09448,
╝Г╤И╔╚,1970,2,121.05,24.90,0.633818,
╝Г╤И╔╚,1970,3,121.05,24.90,9.5794,
╝Г╤И╔╚,1970,4,121.05,24.90,1.82199,
╝Г╤И╔╚,1970,5,121.05,24.90,5.8076,
╝Г╤И╔╚,1970,6,121.05,24.90,2.79629,
╝Г╤И╔╚,1970,7,121.05,24.90,0.620528,
╝Г╤И╔╚,1970,8,121.05,24.90,9.63099,
╝Г╤И╔╚,1970,9,121.05,24.90,12.434,
╝Г╤И╔╚,1970,10,121.05,24.90,1.03228,
╝Г╤И╔╚,1970,11,121.05,24.90,0.488158,
╝Г╤И╔╚,1970,12,121.05,24.90,2.98333,
╝Г╤И╔╚,1971,1,121.05,24.90,3.26683,
╝Г╤И╔╚,1971,2,121.05,24.90,1.23068,
╝Г╤И╔╚,1971,3,121.05,24.90,1.37186,
╝Г╤И╔╚,1971,4,121.05,24.90,1.01947,
╝Г╤И╔╚,1971,5,121.05,24.90,2.23219,
╝Г╤И╔╚,1971,6,121.05,24.90,3.57392,
╝Г╤И╔╚,1971,7,121.05,24.90,1.26947,
╝Г╤И╔╚,1971,8,121.05,24.90,0.550484,
╝Г╤И╔╚,1971,9,121.05,24.90,10.5009,
╝Г╤И╔╚,1971,10,121.05,24.90,2.20623,
╝Г╤И╔╚,1971,11,121.05,24.90,1.65521,
╝Г╤И╔╚,1971,12,121.05,24.90,1.76482,
╝Г╤И╔╚,1972,1,121.05,24.90,3.34988,
╝Г╤И╔╚,1972,2,121.05,24.90,2.30145,
╝Г╤И╔╚,1972,3,121.05,24.90,0.650378,
╝Г╤И╔╚,1972,4,121.05,24.90,1.66067,
╝Г╤И╔╚,1972,5,121.05,24.90,9.61285,
╝Г╤И╔╚,1972,6,121.05,24.90,5.28866,
╝Г╤И╔╚,1972,7,121.05,24.90,6.24298,
╝Г╤И╔╚,1972,8,121.05,24.90,10.5112,
╝Г╤И╔╚,1972,9,121.05,24.90,0.0199678,
╝Г╤И╔╚,1972,10,121.05,24.90,0.126197,
╝Г╤И╔╚,1972,11,121.05,24.90,1.25233,
╝Г╤И╔╚,1972,12,121.05,24.90,2.03606,
╝Г╤И╔╚,1973,1,121.05,24.90,2.99075,
╝Г╤И╔╚,1973,2,121.05,24.90,2.17044,
╝Г╤И╔╚,1973,3,121.05,24.90,1.42858,
╝Г╤И╔╚,1973,4,121.05,24.90,8.83023,
╝Г╤И╔╚,1973,5,121.05,24.90,5.73409,
╝Г╤И╔╚,1973,6,121.05,24.90,7.08582,
╝Г╤И╔╚,1973,7,121.05,24.90,1.64181,
╝Г╤И╔╚,1973,8,121.05,24.90,3.51477,
╝Г╤И╔╚,1973,9,121.05,24.90,0.00351339,
╝Г╤И╔╚,1973,10,121.05,24.90,2.6125,
╝Г╤И╔╚,1973,11,121.05,24.90,1.18983,
╝Г╤И╔╚,1973,12,121.05,24.90,0.11871,
╝Г╤И╔╚,1974,1,121.05,24.90,0.121617,
╝Г╤И╔╚,1974,2,121.05,24.90,3.35959,
╝Г╤И╔╚,1974,3,121.05,24.90,2.67342,
╝Г╤И╔╚,1974,4,121.05,24.90,6.68212,
╝Г╤И╔╚,1974,5,121.05,24.90,9.61837,
╝Г╤И╔╚,1974,6,121.05,24.90,19.3238,
╝Г╤И╔╚,1974,7,121.05,24.90,5.14449,
╝Г╤И╔╚,1974,8,121.05,24.90,3.1486,
╝Г╤И╔╚,1974,9,121.05,24.90,1.56799,
╝Г╤И╔╚,1974,10,121.05,24.90,2.78122,
╝Г╤И╔╚,1974,11,121.05,24.90,0.844298,
╝Г╤И╔╚,1974,12,121.05,24.90,3.08924,
╝Г╤И╔╚,1975,1,121.05,24.90,2.82728,
╝Г╤И╔╚,1975,2,121.05,24.90,3.0306,
╝Г╤И╔╚,1975,3,121.05,24.90,8.53162,
╝Г╤И╔╚,1975,4,121.05,24.90,3.02328,
╝Г╤И╔╚,1975,5,121.05,24.90,8.68203,
╝Г╤И╔╚,1975,6,121.05,24.90,10.6685,
╝Г╤И╔╚,1975,7,121.05,24.90,1.61571,
╝Г╤И╔╚,1975,8,121.05,24.90,6.0224,
╝Г╤И╔╚,1975,9,121.05,24.90,2.25211,
╝Г╤И╔╚,1975,10,121.05,24.90,2.34816,
╝Г╤И╔╚,1975,11,121.05,24.90,1.67819,
╝Г╤И╔╚,1975,12,121.05,24.90,4.15653,
╝Г╤И╔╚,1976,1,121.05,24.90,0.830056,
╝Г╤И╔╚,1976,2,121.05,24.90,1.56346,
╝Г╤И╔╚,1976,3,121.05,24.90,2.66203,
╝Г╤И╔╚,1976,4,121.05,24.90,3.50198,
╝Г╤И╔╚,1976,5,121.05,24.90,8.19466,
╝Г╤И╔╚,1976,6,121.05,24.90,4.99949,
╝Г╤И╔╚,1976,7,121.05,24.90,9.99807,
╝Г╤И╔╚,1976,8,121.05,24.90,4.38875,
╝Г╤И╔╚,1976,9,121.05,24.90,1.69077,
╝Г╤И╔╚,1976,10,121.05,24.90,1.06954,
╝Г╤И╔╚,1976,11,121.05,24.90,0.700539,
╝Г╤И╔╚,1976,12,121.05,24.90,0.37756,
╝Г╤И╔╚,1977,1,121.05,24.90,4.18017,
╝Г╤И╔╚,1977,2,121.05,24.90,2.41047,
╝Г╤И╔╚,1977,3,121.05,24.90,1.02172,
╝Г╤И╔╚,1977,4,121.05,24.90,1.1167,
╝Г╤И╔╚,1977,5,121.05,24.90,3.97754,
╝Г╤И╔╚,1977,6,121.05,24.90,12.8229,
╝Г╤И╔╚,1977,7,121.05,24.90,9.42635,
╝Г╤И╔╚,1977,8,121.05,24.90,4.8211,
╝Г╤И╔╚,1977,9,121.05,24.90,3.8234,
╝Г╤И╔╚,1977,10,121.05,24.90,0,
╝Г╤И╔╚,1977,11,121.05,24.90,2.43549,
╝Г╤И╔╚,1977,12,121.05,24.90,3.77698,
╝Г╤И╔╚,1978,1,121.05,24.90,1.54547,
╝Г╤И╔╚,1978,2,121.05,24.90,1.67444,
╝Г╤И╔╚,1978,3,121.05,24.90,11.3457,
╝Г╤И╔╚,1978,4,121.05,24.90,5.7275,
╝Г╤И╔╚,1978,5,121.05,24.90,8.93186,
╝Г╤И╔╚,1978,6,121.05,24.90,3.13037,
╝Г╤И╔╚,1978,7,121.05,24.90,0.163166,
╝Г╤И╔╚,1978,8,121.05,24.90,1.65782,
╝Г╤И╔╚,1978,9,121.05,24.90,6.44536,
